"","day","interval","popNo","temp","pop1","pop2","gen","n","size","surv","growth","carryingeggs","offspringproduced","clutchsize","sizeoff","clone","sexoff","sex","country","countryBin"
"1498",29,3,"17",18,5,NA,"N2",326,2.47,1,0.045,1,1,1,0.68,"5","m","f","N",0
"1499",29,3,"18",18,6,NA,"N2",412,2.34,1,0.124,0,NA,NA,NA,"6",NA,"f","N",0
"1500",29,3,"18",18,6,NA,"N2",412,1.49,1,0.056,0,NA,NA,NA,"6",NA,"f","N",0
"1501",29,3,"19",18,7,NA,"B1",454,2.41,1,0.023,0,NA,NA,NA,"7",NA,"f","B",1
"1502",29,3,"19",18,7,NA,"B1",454,1.69,1,0.045,0,NA,NA,NA,"7",NA,"f","B",1
"1503",29,3,"20",18,8,NA,"B1",444,2.37,1,0.011,0,NA,NA,NA,"8",NA,"f","B",1
"1504",29,3,"20",18,8,NA,"B1",444,1.53,1,0.09,0,NA,NA,NA,"8",NA,"f","B",1
"1505",29,3,"23",18,11,NA,"B2",502,2.17,1,0.023,0,NA,NA,NA,"11",NA,"f","B",1
"1506",29,3,"23",18,11,NA,"B2",502,1.59,1,0.079,0,NA,NA,NA,"11",NA,"f","B",1
"1507",29,3,"24",18,12,NA,"B2",585,2.24,1,0.034,0,NA,NA,NA,"12",NA,"f","B",1
"1508",29,3,"24",18,12,NA,"B2",585,2.31,1,0,0,NA,NA,NA,"12",NA,"f","B",1
"1509",29,3,"28",18,1,10,"N1",525,2.24,1,0,0,NA,NA,NA,"1",NA,"f","N",0
"1510",29,3,"28",18,1,10,NA,525,1.32,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"1511",29,3,"32",18,3,5,"N2",400,1.19,1,0.124,0,NA,NA,NA,"5",NA,"f","N",0
"1512",29,3,"32",18,3,5,"N2",400,1.69,1,0.045,0,NA,NA,NA,"5",NA,"f","N",0
"1513",29,3,"33",18,3,8,"N1",430,2.41,1,-0.011,0,NA,NA,NA,"3",NA,"f","N",0
"1514",29,3,"33",18,3,8,"N1",430,1.08,1,0.034,0,NA,NA,NA,"3",NA,"f","N",0
"1515",29,3,"37",18,4,10,NA,627,2.24,1,0.034,0,NA,NA,NA,NA,NA,"f",NA,NA
"1516",29,3,"37",18,4,10,NA,627,2.14,1,0.079,0,NA,NA,NA,NA,NA,"f",NA,NA
"1517",29,3,"40",18,6,8,"N2",397,2.2,1,0.023,0,NA,NA,NA,"6",NA,"f","N",0
"1518",29,3,"40",18,6,8,"N2",397,2.17,1,0.023,0,NA,NA,NA,"6",NA,"f","N",0
"1519",29,3,"43",18,7,10,"B2",509,1.39,1,0.056,0,NA,NA,NA,"10",NA,"f","B",1
"1520",29,3,"43",18,7,10,"B2",509,1.19,1,0.136,0,NA,NA,NA,"10",NA,"f","B",1
"1521",29,3,"47",22,1,NA,"N1",191,2.1,1,0.023,0,NA,NA,NA,"1",NA,"f","N",0
"1522",29,3,"47",22,1,NA,"N1",191,1.76,1,0,NA,NA,NA,NA,"1",NA,"m","N",0
"1523",29,3,"48",22,2,NA,"N1",409,1.46,1,0.215,NA,NA,NA,NA,"2",NA,"m","N",0
"1524",29,3,"48",22,2,NA,"N1",409,2.41,1,0,0,NA,NA,NA,"2",NA,"f","N",0
"1525",29,3,"49",22,3,NA,"N1",285,1.02,1,0.102,NA,NA,NA,NA,"3",NA,"m","N",0
"1526",29,3,"49",22,3,NA,"N1",285,2.47,1,0,0,NA,NA,NA,"3",NA,"f","N",0
"1527",29,3,"50",22,4,NA,"N2",396,2.17,1,0,0,NA,NA,NA,"4",NA,"f","N",0
"1528",29,3,"50",22,4,NA,"N2",396,2.44,1,0.011,0,NA,NA,NA,"4",NA,"f","N",0
"1529",29,3,"54",22,8,NA,"B1",352,2.07,1,0.045,0,NA,NA,NA,"8",NA,"f","B",1
"1530",29,3,"54",22,8,NA,"B1",352,1.56,1,0.011,NA,NA,NA,NA,"8",NA,"m","B",1
"1531",29,3,"56",22,10,NA,"B2",498,1.63,1,0.023,NA,NA,NA,NA,"10",NA,"m","B",1
"1532",29,3,"56",22,10,NA,"B2",498,2.03,1,0.079,0,NA,NA,NA,"10",NA,"f","B",1
"1533",29,3,"57",22,11,NA,"B2",351,1.53,1,0.09,0,NA,NA,NA,"11",NA,"f","B",1
"1534",29,3,"57",22,11,NA,"B2",351,3.35,0,NA,0,NA,NA,NA,"11",NA,"f","B",1
"1535",29,3,"58",22,12,NA,"B2",418,2.27,1,0.011,0,NA,NA,NA,"12",NA,"f","B",1
"1536",29,3,"58",22,12,NA,"B2",418,1.36,1,0.136,0,NA,NA,NA,"12",NA,"f","B",1
"1537",29,3,"60",22,1,5,"N2",350,1.93,1,0.023,0,NA,NA,NA,"5",NA,"f","N",0
"1538",29,3,"60",22,1,5,"N2",350,1.46,1,0.023,0,NA,NA,NA,"5",NA,"f","N",0
"1539",29,3,"61",22,1,8,"N1",348,2.2,1,0.023,0,NA,NA,NA,"1",NA,"f","N",0
"1540",29,3,"61",22,1,8,"N1",348,1.53,1,0,NA,NA,NA,NA,"1",NA,"m","N",0
"1541",29,3,"63",22,2,4,"N2",325,2.51,1,0.011,0,NA,NA,NA,"4",NA,"f","N",0
"1542",29,3,"63",22,2,4,"N1",325,2.27,1,0.034,0,NA,NA,NA,"2",NA,"f","N",0
"1543",29,3,"65",22,2,10,"B2",321,1.59,1,0.056,NA,NA,NA,NA,"10",NA,"m","B",1
"1544",29,3,"65",22,2,10,NA,321,2.27,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"1545",29,3,"67",22,3,9,"N1",420,1.86,1,0.147,0,NA,NA,NA,"3",NA,"f","N",0
"1546",29,3,"67",22,3,9,"B1",420,2.34,1,0.045,0,NA,NA,NA,"9",NA,"f","B",1
"1547",29,3,"68",22,3,12,"N1",346,1.69,1,0.034,0,NA,NA,NA,"3",NA,"f","N",0
"1548",29,3,"68",22,3,12,"B2",346,1.39,1,0.192,0,NA,NA,NA,"12",NA,"f","B",1
"1549",29,3,"70",22,4,8,NA,396,3.08,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"1550",29,3,"70",22,4,8,"B1",396,2,1,0.056,0,NA,NA,NA,"8",NA,"f","B",1
"1551",29,3,"71",22,4,11,"N2",403,2.03,1,0.045,0,NA,NA,NA,"4",NA,"f","N",0
"1552",29,3,"71",22,4,11,"B2",403,2.34,1,0.09,0,NA,NA,NA,"11",NA,"f","B",1
"1553",29,3,"74",22,6,9,"N2",356,1.53,1,0.056,NA,NA,NA,NA,"6",NA,"m","N",0
"1554",29,3,"74",22,6,9,"N2",356,2.27,1,0.011,0,NA,NA,NA,"6",NA,"f","N",0
"1555",29,3,"75",22,6,12,"B2",415,2,1,0.079,0,NA,NA,NA,"12",NA,"f","B",1
"1556",29,3,"75",22,6,12,"B2",415,2.41,1,0.034,0,NA,NA,NA,"12",NA,"f","B",1
"1557",29,3,"76",22,7,9,"B1",413,1.53,1,0.09,0,NA,NA,NA,NA,NA,"f","B",1
"1558",29,3,"76",22,7,9,"B1",413,1.32,1,0.045,NA,NA,NA,NA,NA,NA,"m","B",1
"1559",29,3,"78",22,8,10,"B2",333,2.07,1,0.023,0,NA,NA,NA,"10",NA,"f","B",1
"1560",29,3,"78",22,8,10,"B2",333,1.69,1,0.068,0,NA,NA,NA,"10",NA,"f","B",1
"1561",29,3,"84",26,4,NA,"N2",317,2.1,1,0.045,0,NA,NA,NA,"4",NA,"f","N",0
"1562",29,3,"84",26,4,NA,"N2",317,1.49,1,0.068,0,NA,NA,NA,"4",NA,"f","N",0
"1563",29,3,"87",26,7,NA,"B1",241,2.2,1,0.011,0,NA,NA,NA,"7",NA,"f","B",1
"1564",29,3,"87",26,7,NA,"B1",241,1.66,1,0.192,0,NA,NA,NA,"7",NA,"f","B",1
"1565",29,3,"89",26,9,NA,"B1",237,1.86,1,0.158,0,NA,NA,NA,"9",NA,"f","B",1
"1566",29,3,"89",26,9,NA,"B1",237,1.46,0,NA,NA,NA,NA,NA,"9",NA,"m","B",1
"1567",29,3,"91",26,11,NA,"B2",185,2.54,1,0.023,1,0,NA,NA,"11",NA,"f","B",1
"1568",29,3,"91",26,11,NA,"B2",185,2.37,1,0.023,0,NA,NA,NA,"11",NA,"f","B",1
"1569",29,3,"93",26,1,6,"N2",268,2.47,1,0.056,0,NA,NA,NA,"6",NA,"f","N",0
"1570",29,3,"93",26,1,6,"N2",268,2.44,1,0.011,0,NA,NA,NA,"6",NA,"f","N",0
"1571",29,3,"94",26,1,9,NA,369,2.14,NA,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"1572",29,3,"94",26,1,9,NA,369,2.03,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"1573",29,3,"95",26,1,12,"B2",323,1.53,1,0.169,0,NA,NA,NA,"12",NA,"f","B",1
"1574",29,3,"95",26,1,12,"B2",323,1.97,1,0.068,0,NA,NA,NA,"12",NA,"f","B",1
"1575",29,3,"97",26,2,5,"N1",230,2.37,1,0.045,1,0,NA,NA,"2",NA,"f","N",0
"1576",29,3,"97",26,2,5,"N1",230,1.86,1,0.102,0,NA,NA,NA,"2",NA,"f","N",0
"1577",29,3,"98",26,2,8,"N1",295,2.27,1,0.011,0,NA,NA,NA,"2",NA,"f","N",0
"1578",29,3,"98",26,2,8,"B1",295,1.39,1,0.271,0,NA,NA,NA,"8",NA,"f","B",1
"1579",29,3,"100",26,3,4,"N1",270,1.76,1,0.045,0,NA,NA,NA,"3",NA,"f","N",0
"1580",29,3,"100",26,3,4,"N2",270,2.34,1,-0.023,0,NA,NA,NA,"4",NA,"f","N",0
"1581",29,3,"102",26,3,10,"N1",226,1.83,1,0.102,0,NA,NA,NA,"3",NA,"f","N",0
"1582",29,3,"102",26,3,10,"B2",226,2.17,1,0.09,0,NA,NA,NA,"10",NA,"f","B",1
"1583",29,3,"103",26,4,9,"N2",332,1.86,1,0.09,0,NA,NA,NA,"4",NA,"f","N",0
"1584",29,3,"103",26,4,9,"B1",332,1.42,1,0.305,0,NA,NA,NA,"9",NA,"f","B",1
"1585",29,3,"105",26,5,6,"N2",169,2.24,0,NA,0,NA,NA,NA,NA,NA,"f","N",0
"1586",29,3,"105",26,5,6,"N2",169,2.27,1,0.011,0,NA,NA,NA,"6",NA,"f","N",0
"1587",29,3,"107",26,5,11,"B2",284,2.1,1,0.023,0,NA,NA,NA,"11",NA,"f","B",1
"1588",29,3,"107",26,5,11,"N2",284,1.12,1,0.102,0,NA,NA,NA,"5",NA,"f","N",0
"1589",29,3,"109",26,6,10,"B2",266,1.56,1,0.136,0,NA,NA,NA,"10",NA,"f","B",1
"1590",29,3,"109",26,6,10,"B2",266,2.14,1,0.09,0,NA,NA,NA,"10",NA,"f","B",1
"1591",29,3,"111",26,8,9,"B1",304,1.59,1,0.045,0,NA,NA,NA,"9",NA,"f","B",1
"1592",29,3,"111",26,8,9,"B1",304,2.68,0,NA,0,NA,NA,NA,"9",NA,"f","B",1
"1593",29,3,"112",26,8,11,"B1",257,2,1,0.068,0,NA,NA,NA,"8",NA,"f","B",1
"1594",29,3,"112",26,8,11,"B1",257,2,1,0.079,0,NA,NA,NA,"8",NA,"f","B",1
"1595",29,3,"114",26,11,12,"B2",274,2.37,1,0.113,0,NA,NA,NA,"12",NA,"f","B",1
"1596",29,3,"114",26,11,12,"B2",274,2,1,0.169,0,NA,NA,NA,"12",NA,"f","B",1
