"","day","interval","popNo","temp","pop1","pop2","gen","n","size","surv","growth","carryingeggs","offspringproduced","clutchsize","sizeoff","clone","sexoff","sex","country","countryBin"
"253",10,4,"26",18,1,4,NA,47,2.54,1,0.119,1,1,6,1.29,NA,"f","f","N",0
"254",10,4,"26",18,1,4,NA,47,2.51,1,0.119,1,1,5,0.92,NA,"f","f","N",0
"255",10,4,"27",18,1,7,NA,25,2.71,1,0.085,1,1,15,0.71,NA,"f","f",NA,NA
"256",10,4,"27",18,1,7,NA,25,2.27,1,0.127,0,NA,NA,NA,NA,NA,"f",NA,NA
"257",10,4,"29",18,2,6,NA,10,2.68,1,0.085,1,1,9,1.08,NA,"f","f","N",0
"258",10,4,"29",18,2,6,NA,10,3.02,1,0.034,1,1,20,0.75,NA,"f","f","N",0
"259",10,4,"30",18,2,9,NA,33,2.64,1,0.127,1,1,11,0.92,NA,"f","f",NA,NA
"260",10,4,"30",18,2,9,NA,33,2.61,1,0.11,1,1,8,0.85,NA,"f","f",NA,NA
"261",10,4,"31",18,2,12,NA,17,2.51,1,0.11,1,1,25,1.36,NA,"f","f",NA,NA
"262",10,4,"31",18,2,12,NA,17,2.68,1,0.085,1,1,6,0.95,NA,"f","f",NA,NA
"263",10,4,"34",18,3,11,NA,37,2.92,1,0.068,1,1,12,1.05,NA,"f","f",NA,NA
"264",10,4,"34",18,3,11,NA,37,2.71,1,0.085,1,1,10,0.98,NA,"f","f",NA,NA
"265",10,4,"35",18,4,5,"N2",24,2.61,1,0.034,1,1,8,0.71,NA,"f","f","N",0
"266",10,4,"35",18,4,5,"N2",24,2.58,1,0.034,1,1,10,0.71,NA,"f","f","N",0
"267",10,4,"36",18,4,7,NA,13,2,1,0.263,0,1,11,0.71,NA,"m","f",NA,NA
"268",10,4,"36",18,4,7,NA,13,2,1,0.271,0,1,13,0.71,NA,"f","f",NA,NA
"269",10,4,"38",18,5,9,NA,10,2.61,1,0.076,1,1,11,0.71,NA,"f","f",NA,NA
"270",10,4,"38",18,5,9,NA,10,2.64,1,0.093,1,1,12,0.88,NA,"f","f",NA,NA
"271",10,4,"39",18,5,12,NA,12,2.31,1,0.093,1,1,4,0.92,NA,"f","f",NA,NA
"272",10,4,"39",18,5,12,NA,12,2.27,1,0.076,1,1,8,1.15,NA,"f","f",NA,NA
"273",10,4,"41",18,6,11,NA,26,2.81,1,0.127,1,1,15,1.32,NA,"f","f",NA,NA
"274",10,4,"41",18,6,11,NA,26,2.81,1,0.102,1,1,12,1.42,NA,"f","f",NA,NA
"275",10,4,"42",18,7,8,"B1",11,2.54,1,0.119,1,1,11,1.29,NA,"f","f","B",1
"276",10,4,"42",18,7,8,"B1",11,2.81,1,0.093,1,1,15,0.95,NA,"f","f","B",1
"277",10,4,"44",18,8,12,NA,14,2.24,1,0.102,0,1,1,1.19,NA,"f","f","B",1
"278",10,4,"44",18,8,12,NA,14,2.61,1,0.127,1,1,25,1.36,NA,"f","f","B",1
"279",10,4,"45",18,9,11,NA,9,2.47,1,0.076,1,1,5,0.98,NA,"f","f","B",1
"280",10,4,"45",18,9,11,NA,9,2.81,1,-0.017,1,1,11,1.25,NA,"f","f","B",1
"281",10,4,"46",18,10,11,"B2",18,2.85,1,0.102,1,1,12,1.25,NA,"f","f","B",1
"282",10,4,"46",18,10,11,"B2",18,2.78,1,0.144,1,1,11,1.25,NA,"f","f","B",1
"283",10,4,"51",22,5,NA,"N2",61,1.29,1,0.305,0,NA,NA,NA,"5",NA,"f","N",0
"284",10,4,"51",22,5,NA,"N2",61,2.85,1,0.008,1,1,17,0.92,"5","f","f","N",0
"285",10,4,"52",22,6,NA,"N2",104,0.88,1,0.28,0,NA,NA,NA,"6",NA,"f","N",0
"286",10,4,"52",22,6,NA,"N2",104,2.98,1,0.017,1,1,25,1.05,"6","f","f","N",0
"287",10,4,"53",22,7,NA,"B1",26,2.81,1,0.017,1,1,18,0.92,"7","f","f","B",1
"288",10,4,"53",22,7,NA,"B1",26,0.68,1,0.331,0,NA,NA,NA,"7",NA,"f","B",1
"289",10,4,"55",22,9,NA,"B1",52,2.71,1,0.051,1,NA,NA,NA,"9",NA,"f","B",1
"290",10,4,"55",22,9,NA,"B1",52,0.85,1,0.28,0,NA,NA,NA,"9",NA,"f","B",1
"291",10,4,"59",22,1,3,"N1",92,2.75,1,0.059,0,1,15,1.05,NA,"f","f","N",0
"292",10,4,"59",22,1,3,"N1",92,1.36,1,0.305,0,NA,NA,NA,NA,NA,"f","N",0
"293",10,4,"62",22,1,11,NA,46,3.02,1,0.085,1,1,43,1.25,NA,"f","f",NA,NA
"294",10,4,"62",22,1,11,NA,46,1.05,1,0.305,0,NA,NA,NA,NA,NA,"f",NA,NA
"295",10,4,"64",22,2,7,NA,10,2.64,1,0.076,1,1,19,0.98,NA,"f","f",NA,NA
"296",10,4,"64",22,2,7,NA,10,2.58,1,0.068,1,1,33,1.05,NA,"f","f",NA,NA
"297",10,4,"66",22,3,6,NA,102,1.15,1,0.28,0,NA,NA,NA,NA,NA,"f","N",0
"298",10,4,"66",22,3,6,NA,102,2.92,1,0.051,1,1,34,1.59,NA,"f","f","N",0
"299",10,4,"69",22,4,6,"N2",78,0.85,1,0.314,0,NA,NA,NA,NA,NA,"f","N",0
"300",10,4,"69",22,4,6,"N2",78,3.15,1,0.008,1,1,23,0.88,NA,"f","f","N",0
"301",10,4,"72",22,5,7,NA,60,3.02,1,0.034,1,1,20,1.15,NA,"f","f",NA,NA
"302",10,4,"72",22,5,7,NA,60,0.88,1,0.246,0,NA,NA,NA,NA,NA,"f",NA,NA
"303",10,4,"73",22,5,10,NA,70,2.78,1,0.017,1,1,13,0.88,NA,"f","f",NA,NA
"304",10,4,"73",22,5,10,NA,70,0.75,1,0.364,0,NA,NA,NA,NA,NA,"f",NA,NA
"305",10,4,"77",22,7,11,NA,33,2.68,1,0.051,1,1,19,0.98,NA,"f","f","B",1
"306",10,4,"77",22,7,11,NA,33,0.75,1,0.39,0,NA,NA,NA,NA,NA,"f","B",1
"307",10,4,"79",22,9,12,NA,67,0.98,1,0.314,0,NA,NA,NA,NA,NA,"f","B",1
"308",10,4,"79",22,9,12,NA,67,2.88,1,0.102,1,1,40,1.19,NA,"f","f","B",1
"309",10,4,"80",22,10,12,"B2",55,3.29,1,0,1,1,23,0.98,NA,"f","f","B",1
"310",10,4,"80",22,10,12,"B2",55,0.75,1,0.178,0,NA,NA,NA,NA,NA,"f","B",1
"311",10,4,"81",26,1,NA,"N1",55,2.81,0,NA,1,1,10,1.22,"1","f","f","N",0
"312",10,4,"81",26,1,NA,"N1",55,1.32,1,0.169,0,NA,NA,NA,"1",NA,"f","N",0
"313",10,4,"82",26,2,NA,"N1",53,2.71,1,0.076,1,1,23,1.29,"2","f","f","N",0
"314",10,4,"82",26,2,NA,"N1",53,1.49,1,0.203,0,NA,NA,NA,"2",NA,"f","N",0
"315",10,4,"83",26,3,NA,"N1",105,1.66,1,0.144,0,NA,NA,NA,"3",NA,"f","N",0
"316",10,4,"83",26,3,NA,"N1",105,2.71,1,0.042,1,1,11,1.36,"3","f","f","N",0
"317",10,4,"85",26,5,NA,"N2",72,2.61,1,0.034,1,1,4,1.42,"5","f","f","N",0
"318",10,4,"85",26,5,NA,"N2",72,1.22,NA,NA,0,NA,NA,NA,"5",NA,"f","N",0
"319",10,4,"86",26,6,NA,"N2",101,1.15,1,0.153,0,NA,NA,NA,"6",NA,"f","N",0
"320",10,4,"86",26,6,NA,"N2",101,3.05,1,0,1,1,23,0.98,"6","f","f","N",0
"321",10,4,"88",26,8,NA,"B1",165,1.63,1,0.153,0,NA,NA,NA,"8",NA,"f","B",1
"322",10,4,"88",26,8,NA,"B1",165,2.92,1,0.017,1,1,35,1.02,"8","f","f","B",1
"323",10,4,"90",26,10,NA,"B2",117,3.05,1,0.051,1,1,30,1.32,"10","f","f","B",1
"324",10,4,"90",26,10,NA,"B2",117,1.69,1,0.153,0,NA,NA,NA,"10",NA,"f","B",1
"325",10,4,"92",26,12,NA,"B2",126,1.25,NA,NA,0,NA,NA,NA,"12",NA,"f","B",1
"326",10,4,"92",26,12,NA,"B2",126,3.12,1,0,1,1,22,0.98,"12","f","f","B",1
"327",10,4,"96",26,2,3,"N1",44,2.92,1,0.068,1,1,33,1.29,NA,"f","f","N",0
"328",10,4,"96",26,2,3,"N1",44,1.19,NA,NA,0,NA,NA,NA,NA,NA,"f","N",0
"329",10,4,"99",26,2,11,NA,47,0.75,1,0.254,0,NA,NA,NA,NA,NA,"f",NA,NA
"330",10,4,"99",26,2,11,NA,47,3.15,1,0,1,1,29,1.02,NA,"f","f",NA,NA
"331",10,4,"101",26,3,7,NA,127,1.56,1,0.195,0,1,3,0.71,NA,"f","f",NA,NA
"332",10,4,"101",26,3,7,NA,127,2.81,1,0.034,1,1,24,1.42,NA,"f","f",NA,NA
"333",10,4,"104",26,4,12,NA,111,2.95,1,0.059,1,1,36,1.29,NA,"f","f",NA,NA
"334",10,4,"104",26,4,12,NA,111,1.02,1,0.271,0,NA,NA,NA,NA,NA,"f",NA,NA
"335",10,4,"106",26,5,8,NA,45,1.15,1,0.263,0,NA,NA,NA,NA,NA,"f",NA,NA
"336",10,4,"106",26,5,8,NA,45,2.71,1,0.034,1,1,32,1.15,NA,"f","f",NA,NA
"337",10,4,"108",26,6,7,NA,98,2.98,1,0,1,1,23,1.12,NA,"f","f",NA,NA
"338",10,4,"108",26,6,7,NA,98,1.22,1,0.246,0,NA,NA,NA,NA,NA,"f",NA,NA
"339",10,4,"110",26,7,12,NA,111,1.36,1,0.229,0,NA,NA,NA,NA,NA,"f","B",1
"340",10,4,"110",26,7,12,NA,111,2.98,1,0.008,1,1,31,1.05,NA,"f","f","B",1
"341",10,4,"113",26,9,10,NA,135,3.19,1,0.051,1,1,38,1.05,NA,"f","f","B",1
"342",10,4,"113",26,9,10,NA,135,1.69,1,0.169,0,NA,NA,NA,NA,NA,"f","B",1
"343",11,4,"1",14,1,NA,"N1",11,2.92,1,0,1,0,NA,NA,"1",NA,"f","N",0
"344",11,4,"1",14,1,NA,"N1",11,2.58,1,0.119,1,1,3,0.95,"1","f","f","N",0
"345",11,4,"3",14,3,NA,"N1",11,2.47,1,0.127,1,1,9,0.78,"3","f","f","N",0
"346",11,4,"3",14,3,NA,"N1",11,2.34,1,0.127,1,1,7,0.71,"3","m","f","N",0
"347",11,4,"8",14,8,NA,"B1",10,1.97,1,0.136,0,NA,NA,NA,"8",NA,"f","B",1
"348",11,4,"8",14,8,NA,"B1",10,2.24,1,0.144,1,1,7,0.71,"8","f","f","B",1
"349",11,4,"10",14,10,NA,"B2",13,2.61,1,0.127,1,1,8,0.71,"10","f","f","B",1
"350",11,4,"10",14,10,NA,"B2",13,2.41,1,0.153,0,NA,NA,NA,"10",NA,"f","B",1
"351",11,4,"13",18,1,NA,"N1",26,2.95,1,0.008,1,1,15,0.85,"1","f","f","N",0
"352",11,4,"13",18,1,NA,"N1",26,0.81,1,0.263,0,NA,NA,NA,"1",NA,"f","N",0
"353",11,4,"14",18,2,NA,"N1",15,2.88,1,0.068,1,1,19,0.75,"2","f","f","N",0
"354",11,4,"14",18,2,NA,"N1",15,0.75,1,0.254,0,NA,NA,NA,"2",NA,"f","N",0
"355",11,4,"15",18,3,NA,"N1",49,0.95,1,0.195,0,NA,NA,NA,"3",NA,"f","N",0
"356",11,4,"15",18,3,NA,"N1",49,2.78,1,0.059,1,1,12,1.02,"3","f","f","N",0
"357",11,4,"17",18,5,NA,"N2",17,2.37,1,0.076,1,1,19,1.25,"5","f","f","N",0
"358",11,4,"17",18,5,NA,"N2",17,0.75,1,0.246,0,NA,NA,NA,"5",NA,"f","N",0
"359",11,4,"18",18,6,NA,"N2",37,2.78,1,0.127,0,1,27,0.75,"6","f","f","N",0
"360",11,4,"18",18,6,NA,"N2",37,2.71,1,0.093,1,1,15,1.19,"6","f","f","N",0
"361",11,4,"19",18,7,NA,"B1",11,2.44,1,0.178,1,1,28,1.32,"7","f","f","B",1
"362",11,4,"19",18,7,NA,"B1",11,2.44,1,0.178,1,1,30,1.29,"7","f","f","B",1
"363",11,4,"20",18,8,NA,"B1",42,0.75,1,0.119,0,NA,NA,NA,"8",NA,"f","B",1
"364",11,4,"20",18,8,NA,"B1",42,2.61,1,0.161,0,1,29,0.75,"8","f","f","B",1
"365",11,4,"23",18,11,NA,"B2",16,2.68,1,0.085,1,1,7,1.29,"11","f","f","B",1
"366",11,4,"23",18,11,NA,"B2",16,2.64,1,0.102,1,1,9,1.25,"11","f","f","B",1
"367",11,4,"24",18,12,NA,"B2",16,2.64,1,0.068,1,1,10,1.29,"12","f","f","B",1
"368",11,4,"24",18,12,NA,"B2",16,2.44,1,0.093,1,1,23,1.19,"12","f","f","B",1
"369",11,4,"28",18,1,10,NA,56,1.12,1,0.203,0,NA,NA,NA,NA,NA,"f",NA,NA
"370",11,4,"28",18,1,10,NA,56,2.71,1,0.076,1,1,8,1.39,NA,"f","f",NA,NA
"371",11,4,"32",18,3,5,NA,64,2.54,1,0.068,1,1,8,0.81,NA,"f","f","N",0
"372",11,4,"32",18,3,5,NA,64,1.32,1,0.237,0,NA,NA,NA,NA,NA,"f","N",0
"373",11,4,"33",18,3,8,NA,18,2.68,1,0.076,1,1,10,1.22,NA,"f","f",NA,NA
"374",11,4,"33",18,3,8,NA,18,2.54,1,0.119,1,1,27,1.32,NA,"f","f",NA,NA
"375",11,4,"37",18,4,10,NA,36,2.81,1,0.042,1,1,15,0.95,NA,"f","f",NA,NA
"376",11,4,"37",18,4,10,NA,36,2.37,1,0.127,0,1,12,0.75,NA,"f","f",NA,NA
"377",11,4,"40",18,6,8,NA,31,0.92,1,0.288,0,NA,NA,NA,NA,NA,"f",NA,NA
"378",11,4,"40",18,6,8,NA,31,2.88,1,0.068,1,1,22,0.71,NA,"f","f",NA,NA
"379",11,4,"43",18,7,10,NA,11,2.88,1,0.117,1,1,29,1.25,NA,"f","f","B",1
"380",11,4,"43",18,7,10,NA,11,0.71,1,0.093,0,NA,NA,NA,NA,NA,"f","B",1
"381",11,4,"47",22,1,NA,"N1",62,1.05,1,0.288,0,NA,NA,NA,"1",NA,"f","N",0
"382",11,4,"47",22,1,NA,"N1",62,3.05,1,0.017,1,1,9,1.19,"1","f","f","N",0
"383",11,4,"48",22,2,NA,"N1",119,2.95,1,0.017,1,1,15,0.95,"2","f","f","N",0
"384",11,4,"48",22,2,NA,"N1",119,1.46,1,0.161,0,NA,NA,NA,"2",NA,"f","N",0
"385",11,4,"49",22,3,NA,"N1",141,3.15,1,0,1,1,14,1.15,"3","f","f","N",0
"386",11,4,"49",22,3,NA,"N1",141,1.32,1,0.195,0,NA,NA,NA,"3",NA,"f","N",0
"387",11,4,"50",22,4,NA,"N2",121,2.81,1,0.076,1,1,32,1.42,"4","f","f","N",0
"388",11,4,"50",22,4,NA,"N2",121,0.95,NA,NA,0,NA,NA,NA,"4",NA,"f","N",0
"389",11,4,"54",22,8,NA,"B1",158,0.95,1,0.254,0,NA,NA,NA,"8",NA,"f","B",1
"390",11,4,"54",22,8,NA,"B1",158,2.78,1,0.008,1,1,10,1.25,"8","f","f","B",1
"391",11,4,"56",22,10,NA,"B2",148,1.05,1,0.322,0,NA,NA,NA,"10",NA,"f","B",1
"392",11,4,"56",22,10,NA,"B2",148,3.22,1,0.032,1,1,18,1.29,"10","f","f","B",1
"393",11,4,"57",22,11,NA,"B2",10,2.78,1,0.119,0,NA,NA,NA,"11",NA,"f","B",1
"394",11,4,"57",22,11,NA,"B2",10,2.92,1,0.059,0,NA,NA,NA,"11",NA,"f","B",1
"395",11,4,"58",22,12,NA,"B2",78,2.88,1,0.025,1,1,16,0.95,"12","f","f","B",1
"396",11,4,"58",22,12,NA,"B2",78,0.75,1,0.297,0,NA,NA,NA,"12",NA,"f","B",1
"397",11,4,"60",22,1,5,NA,47,2.95,1,0.008,1,1,14,1.02,NA,"f","f","N",0
"398",11,4,"60",22,1,5,NA,47,0.78,1,0.356,0,NA,NA,NA,NA,NA,"f","N",0
"399",11,4,"61",22,1,8,NA,87,2.92,1,0.034,1,1,11,1.19,NA,"m","f",NA,NA
"400",11,4,"61",22,1,8,NA,87,0.98,1,0.271,0,NA,NA,NA,NA,NA,"f",NA,NA
"401",11,4,"63",22,2,4,NA,98,1.22,NA,NA,0,NA,NA,NA,NA,NA,"f","N",0
"402",11,4,"63",22,2,4,NA,98,2.47,1,0.034,1,1,11,1.25,NA,"f","f","N",0
"403",11,4,"65",22,2,10,NA,98,3.22,1,0.034,1,1,15,1.02,NA,"f","f",NA,NA
"404",11,4,"65",22,2,10,NA,98,0.95,1,0.271,0,NA,NA,NA,NA,NA,"f",NA,NA
"405",11,4,"67",22,3,9,NA,41,0.92,1,0.288,0,NA,NA,NA,NA,NA,"f",NA,NA
"406",11,4,"67",22,3,9,NA,41,2.95,1,0.051,1,1,28,1.15,NA,"f","f",NA,NA
"407",11,4,"68",22,3,12,NA,126,3.05,1,0.034,1,NA,NA,NA,NA,NA,"f",NA,NA
"408",11,4,"68",22,3,12,NA,126,1.32,1,0.203,0,NA,NA,NA,NA,NA,"f",NA,NA
"409",11,4,"70",22,4,8,NA,36,0.75,1,0.263,0,NA,NA,NA,NA,NA,"f",NA,NA
"410",11,4,"70",22,4,8,NA,36,2.85,1,0.076,1,1,39,1.05,NA,"f","f",NA,NA
"411",11,4,"71",22,4,11,NA,81,2.58,1,0,0,NA,NA,NA,NA,NA,"f",NA,NA
"412",11,4,"71",22,4,11,NA,81,1.05,1,0.28,0,NA,NA,NA,NA,NA,"f",NA,NA
"413",11,4,"74",22,6,9,NA,101,2.78,1,0.093,1,1,33,1.15,NA,"f","f",NA,NA
"414",11,4,"74",22,6,9,NA,101,1.08,1,0.331,0,NA,NA,NA,NA,NA,"f",NA,NA
"415",11,4,"75",22,6,12,NA,96,2.81,1,0.076,0,1,25,0.81,NA,"f","f",NA,NA
"416",11,4,"75",22,6,12,NA,96,1.12,1,0.314,0,NA,NA,NA,NA,NA,"f",NA,NA
"417",11,4,"76",22,7,9,"B1",84,1.32,1,0.186,0,NA,NA,NA,NA,NA,"f","B",1
"418",11,4,"76",22,7,9,"B1",84,2.61,1,0.085,1,1,31,1.12,NA,"f","f","B",1
"419",11,4,"78",22,8,10,NA,43,1.22,1,0.186,0,NA,NA,NA,NA,NA,"f","B",1
"420",11,4,"78",22,8,10,NA,43,2.51,1,0.093,1,1,21,1.22,NA,"f","f","B",1
"421",11,4,"84",26,4,NA,"N2",337,1.05,1,0.186,0,NA,NA,NA,"4",NA,"f","N",0
"422",11,4,"84",26,4,NA,"N2",337,2.88,1,0.025,1,1,21,0.95,"4","f","f","N",0
"423",11,4,"87",26,7,NA,"B1",157,1.42,1,0.22,0,NA,NA,NA,"7",NA,"f","B",1
"424",11,4,"87",26,7,NA,"B1",157,2.78,1,0.017,1,1,26,1.19,"7","f","f","B",1
"425",11,4,"89",26,9,NA,"B1",227,2.51,1,0.042,1,1,15,1.53,"9","f","f","B",1
"426",11,4,"89",26,9,NA,"B1",227,1.53,1,0.22,0,NA,NA,NA,"9",NA,"f","B",1
"427",11,4,"91",26,11,NA,"B2",18,3.22,1,0,1,1,22,1.15,"11","f","f","B",1
"428",11,4,"91",26,11,NA,"B2",18,2.17,1,0.161,0,1,12,0.81,"11","f","f","B",1
"429",11,4,"93",26,1,6,NA,106,2.81,1,0.008,1,1,2,1.25,NA,"f","f","N",0
"430",11,4,"93",26,1,6,NA,106,1.56,1,0.246,0,1,7,1.19,NA,"f","f","N",0
"431",11,4,"94",26,1,9,NA,59,2.58,1,0.085,1,1,15,1.49,NA,"f","f",NA,NA
"432",11,4,"94",26,1,9,NA,59,0.98,1,0.22,NA,NA,NA,NA,NA,NA,"m",NA,NA
"433",11,4,"95",26,1,12,NA,217,1.97,1,0.144,0,1,6,0.78,NA,"f","f",NA,NA
"434",11,4,"95",26,1,12,NA,217,3.12,1,0.042,1,1,39,1.49,NA,"f","f",NA,NA
"435",11,4,"97",26,2,5,NA,88,2.58,1,0.017,1,1,6,0.85,NA,"f","f","N",0
"436",11,4,"97",26,2,5,NA,88,0.95,1,0.407,0,NA,NA,NA,NA,NA,"f","N",0
"437",11,4,"98",26,2,8,NA,59,1.19,1,0.229,0,NA,NA,NA,NA,NA,"f",NA,NA
"438",11,4,"98",26,2,8,NA,59,2.47,1,0.051,1,1,12,0.92,NA,"m","f",NA,NA
"439",11,4,"100",26,3,4,NA,75,3.19,1,0,1,1,53,1.05,NA,"f","f","N",0
"440",11,4,"100",26,3,4,NA,75,1.08,1,0.136,0,NA,NA,NA,NA,NA,"f","N",0
"441",11,4,"102",26,3,10,NA,166,2.95,1,0.034,1,1,20,1.42,NA,"f","f",NA,NA
"442",11,4,"102",26,3,10,NA,166,1.9,1,0.161,0,NA,NA,NA,NA,NA,"f",NA,NA
"443",11,4,"103",26,4,9,NA,86,0.95,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"444",11,4,"103",26,4,9,NA,86,2.54,1,0.076,0,1,20,1.36,NA,"f","f",NA,NA
"445",11,4,"105",26,5,6,"N2",125,2.58,1,0.059,1,1,15,1.59,NA,"f","f","N",0
"446",11,4,"105",26,5,6,"N2",125,1.42,1,0.195,0,NA,NA,NA,NA,NA,"f","N",0
"447",11,4,"107",26,5,11,NA,81,1.73,1,0.237,0,1,9,0.61,NA,"f","f",NA,NA
"448",11,4,"107",26,5,11,NA,81,2.71,1,0.042,1,1,12,1.59,NA,"f","f",NA,NA
"449",11,4,"109",26,6,10,NA,160,2.85,1,0.017,1,1,7,1.66,NA,"f","f",NA,NA
"450",11,4,"109",26,6,10,NA,160,1.53,1,0.161,0,NA,NA,NA,NA,NA,"f",NA,NA
"451",11,4,"111",26,8,9,"B1",186,2.81,1,0.034,1,1,21,1.05,NA,"f","f","B",1
"452",11,4,"111",26,8,9,"B1",186,1.53,1,0.263,0,1,7,0.78,NA,"f","f","B",1
"453",11,4,"112",26,8,11,NA,140,1.66,0,NA,0,NA,NA,NA,NA,NA,"f","B",1
"454",11,4,"112",26,8,11,NA,140,3.32,1,-0.006,1,1,27,1.15,NA,"f","f","B",1
"455",11,4,"114",26,11,12,"B2",118,1.36,1,0.28,0,NA,NA,NA,NA,NA,"f","B",1
"456",11,4,"114",26,11,12,"B2",118,3.32,1,0,1,1,40,1.08,NA,"f","f","B",1
"457",14,3,"2",14,2,NA,"N1",60,2.54,1,0.181,1,1,2,0.88,"2","f","f","N",0
"458",14,3,"2",14,2,NA,"N1",60,2.47,1,0.203,0,NA,NA,NA,"2",NA,"f","N",0
"459",14,3,"4",14,4,NA,"N2",40,2.51,1,0,1,1,1,0.58,"4","f","f","N",0
"460",14,3,"4",14,4,NA,"N2",40,2.54,1,0,1,0,NA,NA,"4",NA,"f","N",0
"461",14,3,"5",14,5,NA,"N2",17,2.24,1,0.136,1,1,6,0.71,"5","f","f","N",0
"462",14,3,"5",14,5,NA,"N2",17,2.41,1,0,1,1,6,0.75,"5","m","f","N",0
"463",14,3,"6",14,6,NA,"N2",48,2.98,1,0,1,0,NA,NA,"6",NA,"f","N",0
"464",14,3,"6",14,6,NA,"N2",48,2.68,1,0.169,1,1,7,0.68,"6","f","f","N",0
"465",14,3,"7",14,7,NA,"B1",61,2.75,1,0,1,1,16,0.78,"7","f","f","B",1
"466",14,3,"7",14,7,NA,"B1",61,2.51,1,0.124,1,0,NA,NA,"7",NA,"f","B",1
"467",14,3,"9",14,9,NA,"B1",38,2.27,1,0.169,0,NA,NA,NA,"9",NA,"f","B",1
"468",14,3,"9",14,9,NA,"B1",38,2.44,1,0,1,0,NA,NA,"9",NA,"f","B",1
"469",14,3,"11",14,11,NA,"B2",50,2.64,1,0,1,1,9,0.75,"11","f","f","B",1
"470",14,3,"11",14,11,NA,"B2",50,2.71,1,0.169,1,1,10,0.78,"11","f","f","B",1
"471",14,3,"12",14,12,NA,"B2",30,2.98,1,0,1,0,NA,NA,"12",NA,"f","B",1
"472",14,3,"12",14,12,NA,"B2",30,2.47,1,0.169,1,1,8,0.71,"12","f","f","B",1
"473",14,3,"16",18,4,NA,"N2",133,0.92,1,0.282,0,NA,NA,NA,"4",NA,"f","N",0
"474",14,3,"16",18,4,NA,"N2",133,2.98,1,0.113,1,1,26,0.71,"4","f","f","N",0
"475",14,3,"21",18,9,NA,"B1",121,1.36,1,0.113,0,NA,NA,NA,"9",NA,"f","B",1
"476",14,3,"21",18,9,NA,"B1",121,2.95,1,0.079,1,1,27,0.92,"9","f","f","B",1
"477",14,3,"22",18,10,NA,"B2",224,3.45,1,0,1,1,2,0.85,"10","f","f","B",1
"478",14,3,"22",18,10,NA,"B2",224,1.69,1,0.124,0,NA,NA,NA,"10",NA,"f","B",1
"479",14,3,"25",18,1,2,"N1",105,1.73,1,0.136,0,NA,NA,NA,NA,NA,"f","N",0
"480",14,3,"25",18,1,2,"N1",105,3.4,1,0,1,1,16,0.88,NA,"m","f","N",0
"481",14,3,"26",18,1,4,NA,94,2.68,1,0.113,1,1,8,0.95,NA,"f","f","N",0
"482",14,3,"26",18,1,4,NA,94,1.29,1,0.113,0,NA,NA,NA,NA,NA,"f","N",0
"483",14,3,"27",18,1,7,NA,66,3.12,1,0,1,0,NA,NA,NA,NA,"f",NA,NA
"484",14,3,"27",18,1,7,NA,66,0.78,1,0.158,0,NA,NA,NA,NA,NA,"f",NA,NA
"485",14,3,"29",18,2,6,NA,146,0.95,NA,NA,0,NA,NA,NA,NA,NA,"f","N",0
"486",14,3,"29",18,2,6,NA,146,3.02,1,0.113,1,1,14,1.02,NA,"f","f","N",0
"487",14,3,"30",18,2,9,NA,92,0.71,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"488",14,3,"30",18,2,9,NA,92,3.22,1,0,1,0,NA,NA,NA,NA,"f",NA,NA
"489",14,3,"31",18,2,12,NA,199,3.3,1,0,1,1,2,1.02,NA,"f","f",NA,NA
"490",14,3,"31",18,2,12,NA,199,1.39,1,0.305,0,NA,NA,NA,NA,NA,"f",NA,NA
"491",14,3,"34",18,3,11,NA,115,3.15,1,0.034,1,1,25,0.85,NA,"f","f",NA,NA
"492",14,3,"34",18,3,11,NA,115,1.25,1,0.249,0,NA,NA,NA,NA,NA,"f",NA,NA
"493",14,3,"35",18,4,5,"N2",69,3.05,1,0.023,1,1,15,0.78,NA,"f","f","N",0
"494",14,3,"35",18,4,5,"N2",69,1.36,1,0.271,0,NA,NA,NA,NA,NA,"f","N",0
"495",14,3,"36",18,4,7,NA,77,3.12,1,0.068,1,1,34,0.78,NA,"f","f",NA,NA
"496",14,3,"36",18,4,7,NA,77,0.68,1,0.362,0,NA,NA,NA,NA,NA,"f",NA,NA
"497",14,3,"38",18,5,9,NA,98,3.05,1,0,1,0,NA,NA,NA,NA,"f",NA,NA
"498",14,3,"38",18,5,9,NA,98,0.98,NA,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"499",14,3,"39",18,5,12,NA,111,1.36,1,0.305,0,NA,NA,NA,NA,NA,"f",NA,NA
"500",14,3,"39",18,5,12,NA,111,3.32,1,0,1,0,NA,NA,NA,NA,"f",NA,NA
"501",14,3,"41",18,6,11,NA,148,1.36,1,0.282,0,NA,NA,NA,NA,NA,"f",NA,NA
"502",14,3,"41",18,6,11,NA,148,3.32,1,0.059,1,1,21,1.02,NA,"f","f",NA,NA
"503",14,3,"42",18,7,8,"B1",156,2.95,1,0.113,1,1,24,0.98,NA,"f","f","B",1
"504",14,3,"42",18,7,8,"B1",156,1.29,1,0.316,0,NA,NA,NA,NA,NA,"f","B",1
"505",14,3,"44",18,8,12,NA,116,2.98,1,0,1,0,NA,NA,NA,NA,"f","B",1
